Member_number,Date,itemDescription,year,month,day,day_of_week
2964,2/04/2014,curd,2014,4,2,2
1719,9/10/2015,whole milk,2015,10,9,4
4018,17/11/2015,yogurt,2015,11,17,1
4507,18/06/2015,citrus fruit,2015,6,18,3
1100,3/12/2015,grapes,2015,12,3,3
2706,30/10/2014,specialty bar,2014,10,30,3
2810,30/12/2015,whipped/sour cream,2015,12,30,2
1383,23/02/2015,pip fruit,2015,2,23,0
1052,12/05/2014,hamburger meat,2014,5,12,0
3524,9/05/2014,dessert,2014,5,9,4
4453,12/01/2014,rolls/buns,2014,1,12,6
1999,24/08/2015,shopping bags,2015,8,24,0
4267,11/12/2014,newspapers,2014,12,11,3
2744,19/05/2015,soft cheese,2015,5,19,1
1750,16/06/2014,shopping bags,2014,6,16,0
4102,15/07/2015,fish,2015,7,15,2
3599,21/11/2015,dessert,2015,11,21,5
4720,24/08/2014,soft cheese,2014,8,24,6
2932,22/06/2014,whole milk,2014,6,22,6
1094,3/11/2014,whole milk,2014,11,3,0
1800,5/02/2015,whipped/sour cream,2015,2,5,3
4277,25/11/2015,grapes,2015,11,25,2
1819,18/12/2015,root vegetables,2015,12,18,4
2855,2/03/2015,frankfurter,2015,3,2,0
2641,23/07/2014,oil,2014,7,23,2
4049,8/01/2015,tropical fruit,2015,1,8,3
1603,30/09/2015,whipped/sour cream,2015,9,30,2
1505,27/07/2015,beef,2015,7,27,0
1336,3/10/2015,flour,2015,10,3,5
2311,13/03/2014,pot plants,2014,3,13,3
1076,14/05/2015,frankfurter,2015,5,14,3
2131,18/02/2014,soda,2014,2,18,1
2001,2/05/2014,root vegetables,2014,5,2,4
4081,20/10/2015,rolls/buns,2015,10,20,1
3337,6/10/2015,root vegetables,2015,10,6,1
1005,1/09/2014,rolls/buns,2014,9,1,0
1670,22/11/2015,hard cheese,2015,11,22,6
2480,20/09/2015,other vegetables,2015,9,20,6
3717,27/01/2014,frozen meals,2014,1,27,0
4266,19/02/2014,coffee,2014,2,19,2
3768,10/07/2015,whole milk,2015,7,10,4
2178,20/12/2015,frankfurter,2015,12,20,6
1435,17/04/2014,dessert,2014,4,17,3
2365,6/11/2015,sausage,2015,11,6,4
3010,5/11/2014,sliced cheese,2014,11,5,2
3129,4/02/2014,sweet spreads,2014,2,4,1
1098,5/07/2015,rolls/buns,2015,7,5,6
4437,29/11/2015,domestic eggs,2015,11,29,6
3360,30/08/2014,soda,2014,8,30,5
4417,21/01/2015,tropical fruit,2015,1,21,2
1110,20/11/2015,whole milk,2015,11,20,4
1708,28/12/2015,citrus fruit,2015,12,28,0
1476,22/03/2015,frozen vegetables,2015,3,22,6
4478,12/04/2015,bottled water,2015,4,12,6
1407,9/10/2014,domestic eggs,2014,10,9,3
2406,9/04/2015,canned beer,2015,4,9,3
4030,7/04/2015,canned beer,2015,4,7,1
4100,3/01/2015,whipped/sour cream,2015,1,3,5
1800,16/04/2015,hygiene articles,2015,4,16,3
4800,27/10/2014,tropical fruit,2014,10,27,0
1094,26/08/2014,chocolate marshmallow,2014,8,26,1
2222,21/07/2015,butter,2015,7,21,1
4234,10/01/2014,pastry,2014,1,10,4
3861,18/03/2014,pip fruit,2014,3,18,1
2769,31/10/2014,beef,2014,10,31,4
3447,9/03/2015,root vegetables,2015,3,9,0
2602,18/04/2014,tropical fruit,2014,4,18,4
2789,28/01/2015,other vegetables,2015,1,28,2
1083,2/06/2015,sliced cheese,2015,6,2,1
2962,6/07/2014,root vegetables,2014,7,6,6
4894,23/09/2014,dishes,2014,9,23,1
4199,24/08/2014,beef,2014,8,24,6
3674,13/08/2015,canned beer,2015,8,13,3
1869,15/03/2014,tropical fruit,2014,3,15,5
1428,15/09/2014,napkins,2014,9,15,0
4224,29/01/2015,brown bread,2015,1,29,3
1754,17/09/2015,beverages,2015,9,17,3
4645,12/06/2015,tropical fruit,2015,6,12,4
2538,15/10/2014,pastry,2014,10,15,2
1853,25/03/2014,fruit/vegetable juice,2014,3,25,1
4305,23/06/2015,whole milk,2015,6,23,1
3572,7/09/2015,pork,2015,9,7,0
5000,3/09/2014,fruit/vegetable juice,2014,9,3,2
3227,20/08/2014,soda,2014,8,20,2
3437,31/10/2014,cream cheese ,2014,10,31,4
4319,3/10/2014,shopping bags,2014,10,3,4
4336,28/11/2014,chocolate,2014,11,28,4
4636,28/07/2014,soda,2014,7,28,0
3433,22/08/2015,whipped/sour cream,2015,8,22,5
1662,27/01/2014,fruit/vegetable juice,2014,1,27,0
3381,30/10/2014,butter,2014,10,30,3
2098,20/10/2014,flour,2014,10,20,0
3548,12/03/2014,other vegetables,2014,3,12,2
1823,27/11/2015,curd,2015,11,27,4
4145,17/05/2014,pastry,2014,5,17,5
3558,19/09/2015,salty snack,2015,9,19,5
4830,20/11/2014,citrus fruit,2014,11,20,3
4790,16/05/2015,rolls/buns,2015,5,16,5
4753,3/05/2015,bottled beer,2015,5,3,6
1761,26/02/2014,newspapers,2014,2,26,2
1625,27/11/2015,packaged fruit/vegetables,2015,11,27,4
2196,10/09/2015,house keeping products,2015,9,10,3
1699,14/05/2015,citrus fruit,2015,5,14,3
3009,18/02/2015,detergent,2015,2,18,2
2975,24/10/2015,cream cheese ,2015,10,24,5
1952,23/03/2015,canned beer,2015,3,23,0
4544,29/10/2014,cake bar,2014,10,29,2
3474,29/10/2014,other vegetables,2014,10,29,2
4927,19/10/2015,curd,2015,10,19,0
4881,28/07/2015,yogurt,2015,7,28,1
3111,30/10/2014,soda,2014,10,30,3
1466,23/08/2014,white bread,2014,8,23,5
1550,9/03/2014,domestic eggs,2014,3,9,6
4406,20/01/2014,pork,2014,1,20,0
4268,16/04/2015,nuts/prunes,2015,4,16,3
2456,15/03/2014,pastry,2014,3,15,5
1662,27/01/2014,sugar,2014,1,27,0
4741,9/08/2015,beef,2015,8,9,6
4032,8/10/2015,sausage,2015,10,8,3
3495,3/11/2015,root vegetables,2015,11,3,1
1116,8/11/2014,other vegetables,2014,11,8,5
3961,23/06/2014,butter,2014,6,23,0
1434,28/11/2014,chicken,2014,11,28,4
4614,24/10/2015,vinegar,2015,10,24,5
1584,28/12/2014,pastry,2014,12,28,6
1574,15/01/2014,whole milk,2014,1,15,2
3095,16/08/2015,bottled water,2015,8,16,6
3552,9/02/2015,other vegetables,2015,2,9,0
4780,7/03/2015,sausage,2015,3,7,5
2291,26/03/2014,meat,2014,3,26,2
4743,24/01/2015,sausage,2015,1,24,5
1884,8/05/2015,onions,2015,5,8,4
2868,18/07/2015,whole milk,2015,7,18,5
3398,18/01/2015,rolls/buns,2015,1,18,6
1489,3/07/2015,dessert,2015,7,3,4
2365,29/11/2014,hard cheese,2014,11,29,5
4524,22/04/2015,yogurt,2015,4,22,2
3743,1/06/2014,soda,2014,6,1,6
2394,30/08/2015,beverages,2015,8,30,6
3905,4/04/2014,whole milk,2014,4,4,4
1789,22/10/2015,yogurt,2015,10,22,3
1223,20/09/2014,flour,2014,9,20,5
2512,9/02/2015,fruit/vegetable juice,2015,2,9,0
2816,19/06/2015,yogurt,2015,6,19,4
1907,20/04/2014,rolls/buns,2014,4,20,6
1836,9/08/2015,herbs,2015,8,9,6
4009,18/09/2014,canned fish,2014,9,18,3
4804,19/11/2015,whole milk,2015,11,19,3
4228,26/03/2015,sweet spreads,2015,3,26,3
2193,9/03/2015,soda,2015,3,9,0
2433,14/03/2015,processed cheese,2015,3,14,5
3284,1/04/2014,instant coffee,2014,4,1,1
2982,25/06/2015,citrus fruit,2015,6,25,3
1870,6/10/2014,liquor (appetizer),2014,10,6,0
3073,17/01/2015,sliced cheese,2015,1,17,5
4635,16/10/2015,butter,2015,10,16,4
4063,14/07/2015,sausage,2015,7,14,1
2152,23/07/2015,butter,2015,7,23,3
4826,25/01/2015,flour,2015,1,25,6
2370,2/04/2015,cleaner,2015,4,2,3
3031,18/12/2015,pip fruit,2015,12,18,4
3115,22/09/2014,whole milk,2014,9,22,0
2366,18/01/2015,pip fruit,2015,1,18,6
3604,18/05/2015,cat food,2015,5,18,0
2447,21/01/2015,chicken,2015,1,21,2
4649,10/05/2014,rolls/buns,2014,5,10,5
2148,19/07/2015,hard cheese,2015,7,19,6
1246,29/12/2014,UHT-milk,2014,12,29,0
1808,15/12/2014,napkins,2014,12,15,0
1332,12/02/2015,citrus fruit,2015,2,12,3
2582,3/06/2015,bathroom cleaner,2015,6,3,2
4125,21/09/2014,pastry,2014,9,21,6
4104,9/01/2014,coffee,2014,1,9,3
3560,25/11/2014,berries,2014,11,25,1
1697,21/05/2015,beverages,2015,5,21,3
2453,5/07/2014,specialty cheese,2014,7,5,5
1493,23/02/2015,whole milk,2015,2,23,0
2754,6/04/2014,detergent,2014,4,6,6
1517,9/03/2014,coffee,2014,3,9,6
3728,6/12/2015,waffles,2015,12,6,6
4401,18/03/2014,sausage,2014,3,18,1
2232,25/01/2014,domestic eggs,2014,1,25,5
4733,21/08/2014,curd cheese,2014,8,21,3
1659,3/10/2015,yogurt,2015,10,3,5
1196,20/01/2014,shopping bags,2014,1,20,0
3737,12/06/2015,sausage,2015,6,12,4
4745,20/08/2014,soft cheese,2014,8,20,2
2570,25/02/2014,other vegetables,2014,2,25,1
3483,15/01/2015,chicken,2015,1,15,3
3083,29/03/2014,tropical fruit,2014,3,29,5
1721,15/10/2015,rolls/buns,2015,10,15,3
3102,12/04/2015,other vegetables,2015,4,12,6
1996,5/10/2015,root vegetables,2015,10,5,0
2979,17/07/2015,long life bakery product,2015,7,17,4
2947,28/04/2015,bottled beer,2015,4,28,1
1094,3/11/2014,brown bread,2014,11,3,0
1277,6/07/2015,yogurt,2015,7,6,0
4204,4/01/2014,pastry,2014,1,4,5
1475,3/05/2014,pastry,2014,5,3,5
2432,7/07/2015,frozen fish,2015,7,7,1
3895,6/02/2014,cat food,2014,2,6,3
4871,15/11/2015,turkey,2015,11,15,6
4701,30/04/2015,soda,2015,4,30,3
1594,23/01/2015,brown bread,2015,1,23,4
3977,16/04/2015,whole milk,2015,4,16,3
4961,11/02/2014,whole milk,2014,2,11,1
2186,7/01/2015,brown bread,2015,1,7,2
2925,12/11/2015,cake bar,2015,11,12,3
4883,26/12/2014,UHT-milk,2014,12,26,4
3313,4/08/2015,tropical fruit,2015,8,4,1
1299,20/11/2014,canned beer,2014,11,20,3
3197,3/01/2014,margarine,2014,1,3,4
3034,5/07/2015,other vegetables,2015,7,5,6
2194,1/09/2015,dessert,2015,9,1,1
4971,19/02/2015,soda,2015,2,19,3
1823,27/11/2015,bottled water,2015,11,27,4
1829,19/04/2014,pip fruit,2014,4,19,5
1760,21/09/2014,fruit/vegetable juice,2014,9,21,6
2495,24/02/2014,red/blush wine,2014,2,24,0
2910,28/03/2014,other vegetables,2014,3,28,4
4501,10/01/2014,brown bread,2014,1,10,4
4538,18/06/2014,dishes,2014,6,18,2
1468,7/12/2014,ham,2014,12,7,6
2231,5/08/2015,berries,2015,8,5,2
2073,18/06/2015,frankfurter,2015,6,18,3
1885,27/05/2015,waffles,2015,5,27,2
2337,25/02/2014,coffee,2014,2,25,1
4788,28/04/2015,beef,2015,4,28,1
4257,21/08/2015,pastry,2015,8,21,4
1056,13/09/2015,pip fruit,2015,9,13,6
4435,12/06/2014,salty snack,2014,6,12,3
4901,14/02/2015,fruit/vegetable juice,2015,2,14,5
3465,15/01/2015,frozen vegetables,2015,1,15,3
3171,17/10/2014,chocolate,2014,10,17,4
1239,7/02/2015,yogurt,2015,2,7,5
4388,19/02/2015,cream cheese ,2015,2,19,3
2414,6/04/2014,chicken,2014,4,6,6
2873,9/03/2015,other vegetables,2015,3,9,0
4255,11/03/2014,beverages,2014,3,11,1
1565,14/12/2015,condensed milk,2015,12,14,0
4579,19/01/2014,yogurt,2014,1,19,6
1595,4/11/2015,soda,2015,11,4,2
2340,7/12/2015,yogurt,2015,12,7,0
1900,17/02/2014,pip fruit,2014,2,17,0
4574,22/11/2014,rolls/buns,2014,11,22,5
3385,5/04/2014,pet care,2014,4,5,5
1222,24/09/2015,onions,2015,9,24,3
3480,31/08/2014,white wine,2014,8,31,6
3523,26/04/2015,salty snack,2015,4,26,6
1215,30/07/2014,shopping bags,2014,7,30,2
2907,19/12/2014,ham,2014,12,19,4
2467,2/04/2015,liquor,2015,4,2,3
2523,10/11/2014,shopping bags,2014,11,10,0
1534,7/10/2015,shopping bags,2015,10,7,2
4872,20/10/2014,margarine,2014,10,20,0
1395,26/06/2015,canned beer,2015,6,26,4
3050,4/07/2015,yogurt,2015,7,4,5
3719,17/12/2015,brown bread,2015,12,17,3
4989,19/06/2015,white bread,2015,6,19,4
3752,21/08/2015,spread cheese,2015,8,21,4
4313,28/07/2015,shopping bags,2015,7,28,1
1301,1/07/2015,soda,2015,7,1,2
1766,15/04/2014,canned beer,2014,4,15,1
4544,21/01/2015,soda,2015,1,21,2
1385,27/02/2014,herbs,2014,2,27,3
1261,21/05/2015,rolls/buns,2015,5,21,3
3213,5/07/2014,hygiene articles,2014,7,5,5
2528,19/10/2015,margarine,2015,10,19,0
3122,1/09/2014,coffee,2014,9,1,0
2641,4/01/2014,brown bread,2014,1,4,5
3128,20/04/2015,soda,2015,4,20,0
3435,30/07/2014,tropical fruit,2014,7,30,2
1585,17/09/2014,rolls/buns,2014,9,17,2
4811,1/11/2015,pet care,2015,11,1,6
4689,28/11/2014,pastry,2014,11,28,4
2986,1/11/2015,other vegetables,2015,11,1,6
2685,12/06/2014,rolls/buns,2014,6,12,3
3363,18/08/2015,newspapers,2015,8,18,1
2162,19/06/2015,cat food,2015,6,19,4
1540,26/11/2015,skin care,2015,11,26,3
3871,10/05/2014,salty snack,2014,5,10,5
1950,11/11/2015,other vegetables,2015,11,11,2
2715,1/08/2015,rolls/buns,2015,8,1,5
1537,12/08/2014,other vegetables,2014,8,12,1
2772,4/04/2014,pet care,2014,4,4,4
3308,9/12/2014,soda,2014,12,9,1
2293,14/04/2014,sausage,2014,4,14,0
2013,30/08/2015,packaged fruit/vegetables,2015,8,30,6
4296,15/12/2014,chocolate,2014,12,15,0
2214,19/01/2015,root vegetables,2015,1,19,0
4958,27/04/2014,margarine,2014,4,27,6
2476,12/04/2015,ketchup,2015,4,12,6
3943,4/03/2014,condensed milk,2014,3,4,1
1211,24/05/2015,salty snack,2015,5,24,6
3579,30/12/2015,oil,2015,12,30,2
2625,18/11/2015,other vegetables,2015,11,18,2
1514,4/08/2015,whipped/sour cream,2015,8,4,1
3084,8/10/2014,root vegetables,2014,10,8,2
2081,18/05/2014,hamburger meat,2014,5,18,6
1055,8/05/2014,pork,2014,5,8,3
1779,6/07/2014,long life bakery product,2014,7,6,6
4693,29/03/2014,shopping bags,2014,3,29,5
1998,15/05/2015,root vegetables,2015,5,15,4
2029,7/08/2015,frankfurter,2015,8,7,4
2241,17/02/2014,rolls/buns,2014,2,17,0
3221,28/10/2014,soda,2014,10,28,1
1264,17/11/2015,bottled water,2015,11,17,1
4466,14/07/2014,soda,2014,7,14,0
4937,18/05/2015,whole milk,2015,5,18,0
1772,13/11/2014,yogurt,2014,11,13,3
4387,2/10/2015,root vegetables,2015,10,2,4
1618,30/10/2014,whole milk,2014,10,30,3
4999,26/12/2015,herbs,2015,12,26,5
2811,2/11/2015,cling film/bags,2015,11,2,0
4726,4/01/2014,whole milk,2014,1,4,5
1398,15/04/2015,sausage,2015,4,15,2
2627,31/10/2015,other vegetables,2015,10,31,5
2349,17/07/2015,ice cream,2015,7,17,4
4451,23/11/2014,fruit/vegetable juice,2014,11,23,6
4635,2/02/2014,root vegetables,2014,2,2,6
2086,3/09/2015,frankfurter,2015,9,3,3
2221,16/12/2015,other vegetables,2015,12,16,2
2012,29/03/2015,rolls/buns,2015,3,29,6
1528,15/09/2015,chicken,2015,9,15,1
3949,4/01/2015,other vegetables,2015,1,4,6
4941,14/02/2015,rolls/buns,2015,2,14,5
4220,21/08/2015,rolls/buns,2015,8,21,4
2290,1/12/2015,hamburger meat,2015,12,1,1
2996,30/08/2014,house keeping products,2014,8,30,5
3958,27/10/2015,brown bread,2015,10,27,1
3997,6/09/2015,herbs,2015,9,6,6
2765,9/04/2015,tropical fruit,2015,4,9,3
2469,23/09/2015,frozen vegetables,2015,9,23,2
4046,31/03/2014,shopping bags,2014,3,31,0
1135,24/02/2015,hard cheese,2015,2,24,1
4003,23/12/2015,citrus fruit,2015,12,23,2
3882,23/04/2015,cling film/bags,2015,4,23,3
1593,8/08/2015,rolls/buns,2015,8,8,5
1668,5/05/2015,pastry,2015,5,5,1
1995,6/12/2015,margarine,2015,12,6,6
3691,24/08/2015,root vegetables,2015,8,24,0
3761,2/12/2014,tropical fruit,2014,12,2,1
2269,1/05/2014,sliced cheese,2014,5,1,3
4251,21/12/2015,soda,2015,12,21,0
3654,16/12/2015,bottled water,2015,12,16,2
1565,30/10/2014,oil,2014,10,30,3
3028,6/09/2015,beef,2015,9,6,6
3284,23/01/2015,fruit/vegetable juice,2015,1,23,4
3528,18/08/2015,domestic eggs,2015,8,18,1
2040,10/07/2015,sugar,2015,7,10,4
1110,30/05/2014,yogurt,2014,5,30,4
2191,25/10/2015,yogurt,2015,10,25,6
1477,21/11/2014,meat,2014,11,21,4
1641,8/11/2014,hygiene articles,2014,11,8,5
3831,3/01/2014,whipped/sour cream,2014,1,3,4
2550,24/12/2014,candy,2014,12,24,2
4461,16/11/2014,white bread,2014,11,16,6
1583,24/03/2015,sliced cheese,2015,3,24,1
2394,24/02/2014,whipped/sour cream,2014,2,24,0
2625,22/03/2015,cream cheese ,2015,3,22,6
2037,19/04/2015,organic sausage,2015,4,19,6
3264,27/06/2014,spread cheese,2014,6,27,4
4268,16/04/2015,white bread,2015,4,16,3
4983,21/06/2014,root vegetables,2014,6,21,5
1627,2/11/2015,canned beer,2015,11,2,0
3775,7/07/2015,Instant food products,2015,7,7,1
1595,17/07/2014,whole milk,2014,7,17,3
2440,11/10/2014,domestic eggs,2014,10,11,5
4089,18/03/2014,bottled water,2014,3,18,1
4028,29/04/2014,tropical fruit,2014,4,29,1
1514,1/11/2015,root vegetables,2015,11,1,6
3730,26/07/2014,onions,2014,7,26,5
1335,18/10/2015,yogurt,2015,10,18,6
2711,18/08/2015,yogurt,2015,8,18,1
1410,10/04/2015,white bread,2015,4,10,4
2919,30/06/2015,pip fruit,2015,6,30,1
3117,19/03/2014,napkins,2014,3,19,2
3489,3/09/2015,tropical fruit,2015,9,3,3
1655,20/11/2015,whole milk,2015,11,20,4
4996,24/11/2015,soda,2015,11,24,1
4524,5/02/2015,spread cheese,2015,2,5,3
3398,18/01/2015,citrus fruit,2015,1,18,6
2437,24/06/2014,butter milk,2014,6,24,1
4100,22/04/2015,pastry,2015,4,22,2
2222,4/03/2014,pork,2014,3,4,1
2241,22/01/2014,butter,2014,1,22,2
1141,15/12/2014,white bread,2014,12,15,0
2663,21/10/2015,semi-finished bread,2015,10,21,2
1404,16/01/2015,canned beer,2015,1,16,4
4869,21/09/2014,rolls/buns,2014,9,21,6
2814,17/07/2015,newspapers,2015,7,17,4
3738,24/05/2015,waffles,2015,5,24,6
4988,20/12/2015,pork,2015,12,20,6
2123,6/06/2014,pastry,2014,6,6,4
1023,28/06/2015,yogurt,2015,6,28,6
1194,13/05/2015,butter,2015,5,13,2
2653,6/06/2014,newspapers,2014,6,6,4
2663,30/03/2014,other vegetables,2014,3,30,6
2629,26/04/2015,whole milk,2015,4,26,6
4217,30/08/2014,cling film/bags,2014,8,30,5
2997,30/12/2015,domestic eggs,2015,12,30,2
1182,9/01/2015,ice cream,2015,1,9,4
4409,15/01/2015,brown bread,2015,1,15,3
1221,15/11/2014,bottled water,2014,11,15,5
3180,19/10/2015,canned beer,2015,10,19,0
1990,8/01/2015,citrus fruit,2015,1,8,3
1732,29/05/2015,long life bakery product,2015,5,29,4
3679,27/11/2015,grapes,2015,11,27,4
3064,14/06/2014,bottled beer,2014,6,14,5
2904,28/09/2014,oil,2014,9,28,6
3248,11/09/2014,shopping bags,2014,9,11,3
4235,18/09/2014,soda,2014,9,18,3
4160,19/04/2015,root vegetables,2015,4,19,6
4410,10/05/2015,dessert,2015,5,10,6
4417,25/02/2015,grapes,2015,2,25,2
4666,12/02/2015,whole milk,2015,2,12,3
4771,11/02/2014,citrus fruit,2014,2,11,1
3621,11/02/2015,domestic eggs,2015,2,11,2
2556,9/02/2014,sparkling wine,2014,2,9,6
4683,17/09/2014,specialty bar,2014,9,17,2
1579,15/06/2014,specialty bar,2014,6,15,6
1233,20/03/2015,soda,2015,3,20,4
1261,10/06/2014,whole milk,2014,6,10,1
1036,20/01/2014,vinegar,2014,1,20,0
1197,27/04/2015,citrus fruit,2015,4,27,0
4788,17/02/2014,whipped/sour cream,2014,2,17,0
4646,30/03/2014,dishes,2014,3,30,6
1703,15/02/2015,bottled water,2015,2,15,6
1084,18/04/2014,other vegetables,2014,4,18,4
1024,8/10/2015,fish,2015,10,8,3
4234,17/07/2015,hygiene articles,2015,7,17,4
3956,26/10/2014,domestic eggs,2014,10,26,6
2854,19/06/2014,rolls/buns,2014,6,19,3
3138,28/12/2014,napkins,2014,12,28,6
3886,9/11/2015,butter milk,2015,11,9,0
3391,21/12/2015,coffee,2015,12,21,0
3786,21/10/2014,brown bread,2014,10,21,1
3743,5/06/2015,cake bar,2015,6,5,4
4500,25/10/2014,yogurt,2014,10,25,5
1012,19/11/2015,rolls/buns,2015,11,19,3
4340,26/01/2015,soda,2015,1,26,0
4403,1/11/2014,butter,2014,11,1,5
3615,13/06/2014,whole milk,2014,6,13,4
2196,28/06/2014,beef,2014,6,28,5
3399,25/05/2014,soda,2014,5,25,6
1877,16/06/2014,cake bar,2014,6,16,0
4165,10/06/2014,syrup,2014,6,10,1
4987,27/07/2014,rolls/buns,2014,7,27,6
1265,3/07/2015,curd,2015,7,3,4
3925,25/03/2015,turkey,2015,3,25,2
3812,30/04/2014,whole milk,2014,4,30,2
1643,4/12/2014,whole milk,2014,12,4,3
4117,7/12/2014,liquor,2014,12,7,6
4077,18/03/2015,pastry,2015,3,18,2
1223,9/05/2014,butter,2014,5,9,4
1585,1/07/2015,yogurt,2015,7,1,2
1532,10/11/2014,rolls/buns,2014,11,10,0
4582,3/02/2014,other vegetables,2014,2,3,0
3581,25/12/2015,citrus fruit,2015,12,25,4
4814,1/08/2014,white bread,2014,8,1,4
3308,3/08/2015,UHT-milk,2015,8,3,0
3429,29/06/2015,pork,2015,6,29,0
3028,19/05/2015,yogurt,2015,5,19,1
2086,3/09/2015,root vegetables,2015,9,3,3
2215,5/06/2014,rolls/buns,2014,6,5,3
2805,16/08/2014,pickled vegetables,2014,8,16,5
3288,26/04/2015,whole milk,2015,4,26,6
4132,12/02/2014,newspapers,2014,2,12,2
1108,22/08/2014,salty snack,2014,8,22,4
1504,14/10/2014,yogurt,2014,10,14,1
2733,1/04/2014,red/blush wine,2014,4,1,1
4726,4/01/2014,rolls/buns,2014,1,4,5
3691,2/12/2015,candy,2015,12,2,2
1449,26/01/2015,domestic eggs,2015,1,26,0
2436,24/11/2015,whole milk,2015,11,24,1
3095,17/08/2014,root vegetables,2014,8,17,6
4688,8/01/2015,other vegetables,2015,1,8,3
2442,24/02/2014,cream cheese ,2014,2,24,0
1777,4/02/2014,margarine,2014,2,4,1
1062,16/04/2015,long life bakery product,2015,4,16,3
2877,13/06/2014,frozen meals,2014,6,13,4
4257,14/06/2014,dessert,2014,6,14,5
4277,9/04/2014,rolls/buns,2014,4,9,2
3266,25/10/2015,frankfurter,2015,10,25,6
2070,24/03/2015,yogurt,2015,3,24,1
1213,3/03/2015,newspapers,2015,3,3,1
3835,1/06/2015,tropical fruit,2015,6,1,0
4235,13/05/2014,whole milk,2014,5,13,1
1869,16/05/2015,root vegetables,2015,5,16,5
1407,26/06/2015,beef,2015,6,26,4
2352,27/03/2014,misc. beverages,2014,3,27,3
4216,28/04/2015,pork,2015,4,28,1
2811,5/10/2014,hygiene articles,2014,10,5,6
3218,6/11/2014,sugar,2014,11,6,3
4743,7/04/2015,chocolate marshmallow,2015,4,7,1
3245,17/05/2015,mayonnaise,2015,5,17,6
1966,15/02/2014,specialty cheese,2014,2,15,5
2028,29/10/2014,shopping bags,2014,10,29,2
4688,8/01/2015,sausage,2015,1,8,3
2855,11/07/2014,hygiene articles,2014,7,11,4
3491,26/06/2014,specialty bar,2014,6,26,3
3100,23/05/2015,rolls/buns,2015,5,23,5
1252,3/11/2015,chicken,2015,11,3,1
4614,6/07/2015,butter,2015,7,6,0
2252,17/12/2014,spices,2014,12,17,2
4838,8/09/2014,flower (seeds),2014,9,8,0
2612,6/04/2014,citrus fruit,2014,4,6,6
1265,19/01/2015,hamburger meat,2015,1,19,0
3938,16/08/2014,cereals,2014,8,16,5
2657,4/01/2015,dessert,2015,1,4,6
2061,27/12/2015,tropical fruit,2015,12,27,6
3693,6/06/2014,root vegetables,2014,6,6,4
4418,13/01/2015,ham,2015,1,13,1
4182,1/05/2014,vinegar,2014,5,1,3
2051,9/11/2015,long life bakery product,2015,11,9,0
3139,23/01/2014,rum,2014,1,23,3
4623,19/11/2014,cat food,2014,11,19,2
4405,22/07/2015,soda,2015,7,22,2
4607,17/11/2015,soda,2015,11,17,1
2344,20/11/2014,bottled beer,2014,11,20,3
2955,8/10/2014,sausage,2014,10,8,2
1687,24/06/2014,other vegetables,2014,6,24,1
1952,23/11/2015,onions,2015,11,23,0
3962,18/09/2015,coffee,2015,9,18,4
1737,23/01/2015,citrus fruit,2015,1,23,4
3247,3/09/2014,rice,2014,9,3,2
3082,4/10/2015,pip fruit,2015,10,4,6
2936,6/08/2015,domestic eggs,2015,8,6,3
1275,18/10/2015,specialty chocolate,2015,10,18,6
2938,23/03/2014,curd,2014,3,23,6
4933,1/02/2015,bottled water,2015,2,1,6
1797,14/11/2014,sliced cheese,2014,11,14,4
3099,16/12/2014,cream cheese ,2014,12,16,1
1394,14/02/2015,whole milk,2015,2,14,5
3693,18/02/2015,whole milk,2015,2,18,2
1659,25/03/2015,chewing gum,2015,3,25,2
1491,11/08/2014,other vegetables,2014,8,11,0
2700,13/05/2015,yogurt,2015,5,13,2
2527,20/01/2015,meat,2015,1,20,1
3619,15/03/2014,curd,2014,3,15,5
4328,21/07/2015,curd,2015,7,21,1
2519,30/05/2015,chicken,2015,5,30,5
3182,5/05/2015,soda,2015,5,5,1
3050,20/10/2015,rolls/buns,2015,10,20,1
2039,22/09/2015,sparkling wine,2015,9,22,1
4293,28/03/2014,mayonnaise,2014,3,28,4
4164,9/08/2014,whole milk,2014,8,9,5
1317,19/05/2014,sausage,2014,5,19,0
3355,18/10/2015,pork,2015,10,18,6
